asset,setup,t,p_bull
CMC200,rollout_pdl,19,0.4000000059604645
CMC200,rollout_pdl,20,0.4000000059604645
CMC200,rollout_pdl,21,0.4000000059604645
CMC200,rollout_pdl,22,0.4000000059604645
CMC200,rollout_pdl,23,0.4000000059604645
CMC200,rollout_pdl,24,0.4000000059604645
CMC200,rollout_pdl,25,0.4000000059604645
CMC200,rollout_pdl,26,0.4000000059604645
CMC200,rollout_pdl,27,0.4000000059604645
CMC200,rollout_pdl,28,0.4000000059604645
CMC200,rollout_pdl,29,0.4000000059604645
CMC200,rollout_pdl,30,0.4000000059604645
CMC200,rollout_pdl,31,0.4000000059604645
CMC200,rollout_pdl,32,0.4000000059604645
CMC200,rollout_pdl,33,0.4000000059604645
CMC200,rollout_pdl,34,0.4000000059604645
CMC200,rollout_pdl,35,0.4000000059604645
CMC200,rollout_pdl,36,0.4000000059604645
CMC200,rollout_pdl,37,0.4000000059604645
CMC200,rollout_pdl,38,0.4000000059604645
CMC200,rollout_pdl,39,0.4000000059604645
CMC200,rollout_pdl,40,0.4000000059604645
CMC200,rollout_pdl,41,0.4000000059604645
CMC200,rollout_pdl,42,0.4000000059604645
CMC200,rollout_pdl,43,0.4000000059604645
CMC200,rollout_pdl,44,0.4000000059604645
CMC200,rollout_pdl,45,0.4000000059604645
CMC200,rollout_pdl,46,0.4000000059604645
CMC200,rollout_pdl,47,0.4000000059604645
CMC200,rollout_pdl,48,0.4000000059604645
CMC200,rollout_pdl,49,0.4000000059604645
CMC200,rollout_pdl,50,0.4000000059604645
CMC200,rollout_pdl,51,0.4000000059604645
CMC200,rollout_pdl,52,0.4000000059604645
CMC200,rollout_pdl,53,0.4000000059604645
CMC200,rollout_pdl,54,0.4000000059604645
CMC200,rollout_pdl,55,0.4000000059604645
CMC200,rollout_pdl,56,0.4000000059604645
CMC200,rollout_pdl,57,0.4000000059604645
CMC200,rollout_pdl,58,0.4000000059604645
CMC200,rollout_pdl,59,0.4000000059604645
CMC200,rollout_pdl,60,0.4000000059604645
CMC200,rollout_pdl,61,0.4000000059604645
CMC200,rollout_pdl,62,0.4000000059604645
CMC200,rollout_pdl,63,0.4000000059604645
CMC200,rollout_pdl,64,0.4000000059604645
CMC200,rollout_pdl,65,0.4000000059604645
CMC200,rollout_pdl,66,0.4000000059604645
CMC200,rollout_pdl,67,0.4000000059604645
CMC200,rollout_pdl,68,0.4000000059604645
CMC200,rollout_pdl,69,0.4000000059604645
CMC200,rollout_pdl,70,0.4000000059604645
CMC200,rollout_pdl,71,0.4000000059604645
CMC200,rollout_pdl,72,0.4000000059604645
CMC200,rollout_pdl,73,0.4000000059604645
CMC200,rollout_pdl,74,0.4000000059604645
CMC200,rollout_pdl,75,0.4000000059604645
CMC200,rollout_pdl,76,0.4000000059604645
CMC200,rollout_pdl,77,0.4000000059604645
CMC200,rollout_pdl,78,0.4000000059604645
CMC200,rollout_pdl,79,0.4000000059604645
CMC200,rollout_pdl,80,0.4000000059604645
CMC200,rollout_pdl,81,0.4000000059604645
CMC200,rollout_pdl,82,0.4000000059604645
CMC200,rollout_pdl,83,0.4000000059604645
CMC200,rollout_pdl,84,0.4000000059604645
CMC200,rollout_pdl,85,0.4000000059604645
CMC200,rollout_pdl,86,0.4000000059604645
CMC200,rollout_pdl,87,0.4000000059604645
CMC200,rollout_pdl,88,0.4000000059604645
CMC200,rollout_pdl,89,0.4000000059604645
CMC200,rollout_pdl,90,0.4000000059604645
CMC200,rollout_pdl,91,0.4000000059604645
CMC200,rollout_pdl,92,0.4000000059604645
CMC200,rollout_pdl,93,0.4000000059604645
CMC200,rollout_pdl,94,0.4000000059604645
CMC200,rollout_pdl,95,0.4000000059604645
CMC200,rollout_pdl,96,0.4000000059604645
CMC200,rollout_pdl,97,0.4000000059604645
CMC200,rollout_pdl,98,0.4000000059604645
CMC200,rollout_pdl,99,0.4000000059604645
CMC200,rollout_pdl,100,0.4000000059604645
CMC200,rollout_pdl,101,0.4000000059604645
CMC200,rollout_pdl,102,0.4000000059604645
CMC200,rollout_pdl,103,0.4000000059604645
CMC200,rollout_pdl,104,0.4000000059604645
CMC200,rollout_pdl,105,0.4000000059604645
CMC200,rollout_pdl,106,0.4000000059604645
CMC200,rollout_pdl,107,0.4000000059604645
CMC200,rollout_pdl,108,0.4000000059604645
CMC200,rollout_pdl,109,0.4000000059604645
CMC200,rollout_pdl,110,0.4000000059604645
CMC200,rollout_pdl,111,0.4000000059604645
CMC200,rollout_pdl,112,0.4000000059604645
CMC200,rollout_pdl,113,0.4000000059604645
CMC200,rollout_pdl,114,0.4000000059604645
CMC200,rollout_pdl,115,0.4000000059604645
CMC200,rollout_pdl,116,0.4000000059604645
CMC200,rollout_pdl,117,0.4000000059604645
CMC200,rollout_pdl,118,0.4000000059604645
CMC200,rollout_pdl,119,0.4000000059604645
CMC200,rollout_pdl,120,0.4000000059604645
CMC200,rollout_pdl,121,0.4000000059604645
CMC200,rollout_pdl,122,0.4000000059604645
CMC200,rollout_pdl,123,0.4000000059604645
CMC200,rollout_pdl,124,0.4000000059604645
CMC200,rollout_pdl,125,0.4000000059604645
CMC200,rollout_pdl,126,0.4000000059604645
CMC200,rollout_pdl,127,0.4000000059604645
CMC200,rollout_pdl,128,0.4000000059604645
CMC200,rollout_pdl,129,0.4000000059604645
CMC200,rollout_pdl,130,0.4000000059604645
CMC200,rollout_pdl,131,0.4000000059604645
CMC200,rollout_pdl,132,0.4000000059604645
CMC200,rollout_pdl,133,0.4000000059604645
CMC200,rollout_pdl,134,0.4000000059604645
CMC200,rollout_pdl,135,0.4000000059604645
CMC200,rollout_pdl,136,0.4000000059604645
CMC200,rollout_pdl,137,0.4000000059604645
CMC200,rollout_pdl,138,0.4000000059604645
CMC200,rollout_pdl,139,0.4000000059604645
CMC200,rollout_pdl,140,0.4000000059604645
CMC200,rollout_pdl,141,0.4000000059604645
CMC200,rollout_pdl,142,0.4000000059604645
CMC200,rollout_pdl,143,0.4000000059604645
CMC200,rollout_pdl,144,0.4000000059604645
CMC200,rollout_pdl,145,0.4000000059604645
CMC200,rollout_pdl,146,0.4000000059604645
CMC200,rollout_pdl,147,0.4000000059604645
CMC200,rollout_pdl,148,0.4000000059604645
CMC200,rollout_pdl,149,0.4000000059604645
CMC200,rollout_pdl,150,0.4000000059604645
CMC200,rollout_pdl,151,0.4000000059604645
CMC200,rollout_pdl,152,0.4000000059604645
CMC200,rollout_pdl,153,0.4000000059604645
CMC200,rollout_pdl,154,0.4000000059604645
CMC200,rollout_pdl,155,0.4000000059604645
CMC200,rollout_pdl,156,0.4000000059604645
CMC200,rollout_pdl,157,0.4000000059604645
CMC200,rollout_pdl,158,0.4000000059604645
CMC200,rollout_pdl,159,0.4000000059604645
CMC200,rollout_pdl,160,0.4000000059604645
CMC200,rollout_pdl,161,0.4000000059604645
CMC200,rollout_pdl,162,0.4000000059604645
CMC200,rollout_pdl,163,0.4000000059604645
CMC200,pdf_aligned,1,0.4000000059604645
CMC200,pdf_aligned,2,0.4000000059604645
CMC200,pdf_aligned,3,0.4000000059604645
CMC200,pdf_aligned,4,0.4000000059604645
CMC200,pdf_aligned,5,0.4000000059604645
CMC200,pdf_aligned,6,0.4000000059604645
CMC200,pdf_aligned,7,0.4000000059604645
CMC200,pdf_aligned,8,0.4000000059604645
CMC200,pdf_aligned,9,0.4000000059604645
CMC200,pdf_aligned,10,0.4000000059604645
CMC200,pdf_aligned,11,0.4000000059604645
CMC200,pdf_aligned,12,0.4000000059604645
CMC200,pdf_aligned,13,0.4000000059604645
CMC200,pdf_aligned,14,0.4000000059604645
CMC200,pdf_aligned,15,0.4000000059604645
CMC200,pdf_aligned,16,0.4000000059604645
CMC200,pdf_aligned,17,0.4000000059604645
CMC200,pdf_aligned,18,0.4000000059604645
CMC200,pdf_aligned,19,0.4000000059604645
CMC200,pdf_aligned,20,0.4000000059604645
CMC200,pdf_aligned,21,0.4000000059604645
CMC200,pdf_aligned,22,0.4000000059604645
CMC200,pdf_aligned,23,0.4000000059604645
CMC200,pdf_aligned,24,0.4000000059604645
CMC200,pdf_aligned,25,0.4000000059604645
CMC200,pdf_aligned,26,0.4000000059604645
CMC200,pdf_aligned,27,0.4000000059604645
CMC200,pdf_aligned,28,0.4000000059604645
CMC200,pdf_aligned,29,0.4000000059604645
CMC200,pdf_aligned,30,0.4000000059604645
CMC200,pdf_aligned,31,0.4000000059604645
CMC200,pdf_aligned,32,0.4000000059604645
CMC200,pdf_aligned,33,0.4000000059604645
CMC200,pdf_aligned,34,0.4000000059604645
CMC200,pdf_aligned,35,0.4000000059604645
CMC200,pdf_aligned,36,0.4000000059604645
CMC200,pdf_aligned,37,0.4000000059604645
CMC200,pdf_aligned,38,0.4000000059604645
CMC200,pdf_aligned,39,0.4000000059604645
CMC200,pdf_aligned,40,0.4000000059604645
CMC200,pdf_aligned,41,0.4000000059604645
CMC200,pdf_aligned,42,0.4000000059604645
CMC200,pdf_aligned,43,0.4000000059604645
CMC200,pdf_aligned,44,0.4000000059604645
CMC200,pdf_aligned,45,0.4000000059604645
CMC200,pdf_aligned,46,0.4000000059604645
CMC200,pdf_aligned,47,0.4000000059604645
CMC200,pdf_aligned,48,0.4000000059604645
CMC200,pdf_aligned,49,0.4000000059604645
CMC200,pdf_aligned,50,0.4000000059604645
CMC200,pdf_aligned,51,0.4000000059604645
CMC200,pdf_aligned,52,0.4000000059604645
CMC200,pdf_aligned,53,0.4000000059604645
CMC200,pdf_aligned,54,0.4000000059604645
CMC200,pdf_aligned,55,0.4000000059604645
CMC200,pdf_aligned,56,0.4000000059604645
CMC200,pdf_aligned,57,0.4000000059604645
CMC200,pdf_aligned,58,0.4000000059604645
CMC200,pdf_aligned,59,0.4000000059604645
CMC200,pdf_aligned,60,0.4000000059604645
CMC200,pdf_aligned,61,0.4000000059604645
CMC200,pdf_aligned,62,0.4000000059604645
CMC200,pdf_aligned,63,0.4000000059604645
CMC200,pdf_aligned,64,0.4000000059604645
CMC200,pdf_aligned,65,0.4000000059604645
CMC200,pdf_aligned,66,0.4000000059604645
CMC200,pdf_aligned,67,0.4000000059604645
CMC200,pdf_aligned,68,0.4000000059604645
CMC200,pdf_aligned,69,0.4000000059604645
CMC200,pdf_aligned,70,0.4000000059604645
CMC200,pdf_aligned,71,0.4000000059604645
CMC200,pdf_aligned,72,0.4000000059604645
CMC200,pdf_aligned,73,0.4000000059604645
CMC200,pdf_aligned,74,0.4000000059604645
CMC200,pdf_aligned,75,0.4000000059604645
CMC200,pdf_aligned,76,0.4000000059604645
CMC200,pdf_aligned,77,0.4000000059604645
CMC200,pdf_aligned,78,0.4000000059604645
CMC200,pdf_aligned,79,0.4000000059604645
CMC200,pdf_aligned,80,0.4000000059604645
CMC200,pdf_aligned,81,0.4000000059604645
CMC200,pdf_aligned,82,0.4000000059604645
CMC200,pdf_aligned,83,0.4000000059604645
CMC200,pdf_aligned,84,0.4000000059604645
CMC200,pdf_aligned,85,0.4000000059604645
CMC200,pdf_aligned,86,0.4000000059604645
CMC200,pdf_aligned,87,0.4000000059604645
CMC200,pdf_aligned,88,0.4000000059604645
CMC200,pdf_aligned,89,0.4000000059604645
CMC200,pdf_aligned,90,0.4000000059604645
CMC200,pdf_aligned,91,0.4000000059604645
CMC200,pdf_aligned,92,0.4000000059604645
CMC200,pdf_aligned,93,0.4000000059604645
CMC200,pdf_aligned,94,0.4000000059604645
CMC200,pdf_aligned,95,0.4000000059604645
CMC200,pdf_aligned,96,0.4000000059604645
CMC200,pdf_aligned,97,0.4000000059604645
CMC200,pdf_aligned,98,0.4000000059604645
CMC200,pdf_aligned,99,0.4000000059604645
CMC200,pdf_aligned,100,0.4000000059604645
CMC200,pdf_aligned,101,0.4000000059604645
CMC200,pdf_aligned,102,0.4000000059604645
CMC200,pdf_aligned,103,0.4000000059604645
CMC200,pdf_aligned,104,0.4000000059604645
CMC200,pdf_aligned,105,0.4000000059604645
CMC200,pdf_aligned,106,0.4000000059604645
CMC200,pdf_aligned,107,0.4000000059604645
CMC200,pdf_aligned,108,0.4000000059604645
CMC200,pdf_aligned,109,0.4000000059604645
CMC200,pdf_aligned,110,0.4000000059604645
CMC200,pdf_aligned,111,0.4000000059604645
CMC200,pdf_aligned,112,0.4000000059604645
CMC200,pdf_aligned,113,0.4000000059604645
CMC200,pdf_aligned,114,0.4000000059604645
CMC200,pdf_aligned,115,0.4000000059604645
CMC200,pdf_aligned,116,0.4000000059604645
CMC200,pdf_aligned,117,0.4000000059604645
CMC200,pdf_aligned,118,0.4000000059604645
CMC200,pdf_aligned,119,0.4000000059604645
CMC200,pdf_aligned,120,0.4000000059604645
CMC200,pdf_aligned,121,0.4000000059604645
CMC200,pdf_aligned,122,0.4000000059604645
CMC200,pdf_aligned,123,0.4000000059604645
CMC200,pdf_aligned,124,0.4000000059604645
CMC200,pdf_aligned,125,0.4000000059604645
CMC200,pdf_aligned,126,0.4000000059604645
CMC200,pdf_aligned,127,0.4000000059604645
CMC200,pdf_aligned,128,0.4000000059604645
CMC200,pdf_aligned,129,0.4000000059604645
CMC200,pdf_aligned,130,0.4000000059604645
CMC200,pdf_aligned,131,0.4000000059604645
CMC200,pdf_aligned,132,0.4000000059604645
CMC200,pdf_aligned,133,0.4000000059604645
CMC200,pdf_aligned,134,0.4000000059604645
CMC200,pdf_aligned,135,0.4000000059604645
CMC200,pdf_aligned,136,0.4000000059604645
CMC200,pdf_aligned,137,0.4000000059604645
CMC200,pdf_aligned,138,0.4000000059604645
CMC200,pdf_aligned,139,0.4000000059604645
CMC200,pdf_aligned,140,0.4000000059604645
CMC200,pdf_aligned,141,0.4000000059604645
CMC200,pdf_aligned,142,0.4000000059604645
CMC200,pdf_aligned,143,0.4000000059604645
CMC200,pdf_aligned,144,0.4000000059604645
CMC200,pdf_aligned,145,0.4000000059604645
CMC200,pdf_aligned,146,0.4000000059604645
CMC200,pdf_aligned,147,0.4000000059604645
CMC200,pdf_aligned,148,0.4000000059604645
CMC200,pdf_aligned,149,0.4000000059604645
CMC200,pdf_aligned,150,0.4000000059604645
CMC200,pdf_aligned,151,0.4000000059604645
CMC200,pdf_aligned,152,0.4000000059604645
CMC200,pdf_aligned,153,0.4000000059604645
CMC200,pdf_aligned,154,0.4000000059604645
CMC200,pdf_aligned,155,0.4000000059604645
CMC200,pdf_aligned,156,0.4000000059604645
CMC200,pdf_aligned,157,0.4000000059604645
CMC200,pdf_aligned,158,0.4000000059604645
CMC200,pdf_aligned,159,0.4000000059604645
CMC200,pdf_aligned,160,0.4000000059604645
CMC200,pdf_aligned,161,0.4000000059604645
CMC200,pdf_aligned,162,0.4000000059604645
CMC200,pdf_aligned,163,0.4000000059604645
